Datum;TN;TX;UX;UN
1-1-2010;-101;1;97;77
2-1-2010;-98;4;99;93
3-1-2010;-131;-33;99;94
4-1-2010;-68;-12;100;96
5-1-2010;-47;9;100;93
6-1-2010;-106;-9;100;83
7-1-2010;-143;-28;99;84
8-1-2010;-105;-28;98;87
9-1-2010;-61;-8;97;85
10-1-2010;-10;4;98;90
11-1-2010;-23;3;92;76
12-1-2010;-57;-9;95;76
13-1-2010;-59;-19;91;69
14-1-2010;-67;28;99;84
15-1-2010;-10;17;99;85
16-1-2010;0;19;98;79
17-1-2010;5;49;99;94
18-1-2010;8;43;100;96
19-1-2010;9;43;100;98
20-1-2010;3;36;100;93
21-1-2010;-2;23;94;89
22-1-2010;-6;30;93;83
23-1-2010;-11;11;96;87
24-1-2010;-20;-10;97;89
25-1-2010;-108;-20;89;82
26-1-2010;-129;-59;90;72
27-1-2010;-124;41;98;72
28-1-2010;7;42;92;79
29-1-2010;-9;42;97;83
30-1-2010;-38;10;98;78
31-1-2010;-16;29;96;74
1-2-2010;-46;21;97;82
2-2-2010;-11;49;98;90
3-2-2010;-13;52;95;77
4-2-2010;11;71;98;92
5-2-2010;15;59;99;90
6-2-2010;6;50;100;97
7-2-2010;-14;14;99;90
8-2-2010;-56;-14;93;79
9-2-2010;-57;-14;84;69
10-2-2010;-65;-11;91;79
11-2-2010;-74;-11;87;71
12-2-2010;-99;3;93;73
13-2-2010;-36;1;87;67
14-2-2010;-49;-11;92;75
15-2-2010;-76;-18;88;71
16-2-2010;-46;15;92;68
17-2-2010;-52;17;88;64
18-2-2010;-1;50;99;86
19-2-2010;5;47;94;83
20-2-2010;-26;42;98;77
21-2-2010;-40;32;99;90
22-2-2010;12;49;99;92
23-2-2010;-1;29;96;81
24-2-2010;2;101;99;84
25-2-2010;65;92;97;89
26-2-2010;49;102;95;68
27-2-2010;34;91;95;71
28-2-2010;30;100;97;77
1-3-2010;-5;74;96;70
2-3-2010;-25;68;98;64
3-3-2010;-38;65;99;68
4-3-2010;-42;56;99;53
5-3-2010;-50;56;94;58
6-3-2010;-32;30;82;63
7-3-2010;-62;34;83;40
8-3-2010;-33;52;98;68
9-3-2010;-55;48;96;58
10-3-2010;-40;31;94;78
11-3-2010;-8;52;94;77
12-3-2010;25;65;94;67
13-3-2010;21;71;96;80
14-3-2010;40;86;94;75
15-3-2010;36;91;97;82
16-3-2010;7;91;95;73
17-3-2010;15;136;94;54
18-3-2010;19;164;92;43
19-3-2010;99;134;99;56
20-3-2010;113;145;98;90
21-3-2010;19;120;97;63
22-3-2010;5;124;98;59
23-3-2010;30;132;98;49
24-3-2010;79;173;82;53
25-3-2010;97;194;86;50
26-3-2010;79;126;90;67
27-3-2010;68;127;93;64
28-3-2010;48;110;96;70
29-3-2010;68;129;97;64
30-3-2010;55;156;94;70
31-3-2010;40;110;92;55
1-4-2010;28;80;93;61
2-4-2010;24;131;91;39
3-4-2010;53;106;95;77
4-4-2010;57;109;95;76
5-4-2010;11;106;97;58
6-4-2010;47;162;84;43
7-4-2010;69;190;83;45
8-4-2010;35;118;95;52
9-4-2010;40;139;94;62
10-4-2010;13;107;98;62
11-4-2010;18;109;96;62
12-4-2010;36;151;93;49
13-4-2010;37;147;93;47
14-4-2010;38;154;93;38
15-4-2010;19;148;87;42
16-4-2010;19;115;89;58
17-4-2010;-7;135;99;49
18-4-2010;2;157;98;36
19-4-2010;51;127;86;51
20-4-2010;52;121;80;51
21-4-2010;53;93;80;50
22-4-2010;5;107;87;43
23-4-2010;-13;136;96;36
24-4-2010;19;178;83;33
25-4-2010;38;235;88;26
26-4-2010;77;177;96;62
27-4-2010;51;180;98;40
28-4-2010;56;222;94;39
29-4-2010;101;249;94;37
30-4-2010;77;142;97;63
1-5-2010;59;135;96;70
2-5-2010;52;96;97;84
3-5-2010;54;76;95;82
4-5-2010;39;109;88;60
5-5-2010;37;132;91;53
6-5-2010;34;141;95;56
7-5-2010;58;93;97;76
8-5-2010;70;112;99;73
9-5-2010;33;112;96;69
10-5-2010;26;108;95;54
11-5-2010;46;121;92;49
12-5-2010;49;78;95;82
13-5-2010;62;103;95;71
14-5-2010;39;126;98;40
15-5-2010;26;144;95;54
16-5-2010;77;152;90;50
17-5-2010;77;151;96;62
18-5-2010;70;141;94;50
19-5-2010;84;157;88;48
20-5-2010;60;201;89;43
21-5-2010;77;187;95;59
22-5-2010;77;171;98;74
23-5-2010;85;223;99;58
24-5-2010;111;216;90;59
25-5-2010;63;165;97;50
26-5-2010;47;146;90;47
27-5-2010;69;153;94;55
28-5-2010;47;167;99;51
29-5-2010;48;211;96;38
30-5-2010;97;150;98;71
31-5-2010;84;172;97;63
1-6-2010;54;192;99;66
2-6-2010;74;204;97;54
3-6-2010;76;209;91;50
4-6-2010;68;213;97;50
5-6-2010;73;253;97;41
6-6-2010;118;264;99;44
7-6-2010;104;170;99;75
8-6-2010;114;240;99;55
9-6-2010;144;195;99;86
10-6-2010;152;219;99;84
11-6-2010;98;208;99;82
12-6-2010;79;179;99;58
13-6-2010;80;181;91;53
14-6-2010;104;205;95;53
15-6-2010;68;171;91;54
16-6-2010;59;220;95;50
17-6-2010;92;228;96;43
18-6-2010;103;156;93;64
19-6-2010;94;144;92;66
20-6-2010;103;132;89;67
21-6-2010;66;164;93;60
22-6-2010;39;191;98;50
23-6-2010;74;253;99;45
24-6-2010;101;264;99;45
25-6-2010;125;234;94;49
26-6-2010;99;244;96;47
27-6-2010;105;275;93;36
28-6-2010;128;284;96;41
29-6-2010;125;269;100;39
30-6-2010;130;247;99;65
1-7-2010;138;277;100;52
2-7-2010;191;345;84;32
3-7-2010;172;265;95;63
4-7-2010;139;270;97;48
5-7-2010;125;233;90;51
6-7-2010;101;210;89;50
7-7-2010;91;267;88;31
8-7-2010;154;267;98;45
9-7-2010;150;347;99;26
10-7-2010;169;309;99;42
11-7-2010;184;303;99;57
12-7-2010;158;262;97;65
13-7-2010;142;264;97;53
14-7-2010;175;295;98;42
15-7-2010;163;229;92;53
16-7-2010;152;247;97;51
17-7-2010;118;207;97;58
18-7-2010;104;238;99;43
19-7-2010;116;269;98;39
20-7-2010;138;301;99;36
21-7-2010;185;255;91;57
22-7-2010;133;228;96;56
23-7-2010;113;233;99;49
24-7-2010;101;196;94;49
25-7-2010;98;218;97;62
26-7-2010;154;203;98;74
27-7-2010;153;230;98;57
28-7-2010;162;214;99;66
29-7-2010;146;196;97;71
30-7-2010;130;216;97;55
31-7-2010;148;215;97;77
1-8-2010;135;226;97;59
2-8-2010;111;197;99;69
3-8-2010;110;210;99;61
4-8-2010;133;196;98;69
5-8-2010;96;198;97;65
6-8-2010;84;226;99;48
7-8-2010;136;208;98;67
8-8-2010;130;212;99;74
9-8-2010;117;224;98;53
10-8-2010;131;219;98;66
11-8-2010;99;207;98;54
12-8-2010;82;197;99;66
13-8-2010;96;208;99;55
14-8-2010;104;244;99;47
15-8-2010;152;212;99;67
16-8-2010;161;226;99;67
17-8-2010;151;180;99;87
18-8-2010;135;200;97;58
19-8-2010;134;212;97;54
20-8-2010;156;273;85;46
21-8-2010;170;254;95;68
22-8-2010;164;230;99;74
23-8-2010;165;213;99;70
24-8-2010;107;198;99;55
25-8-2010;123;195;98;63
26-8-2010;134;168;99;97
27-8-2010;125;167;99;72
28-8-2010;99;168;95;73
29-8-2010;98;163;98;76
30-8-2010;109;186;96;63
31-8-2010;76;176;99;65
1-9-2010;60;182;99;62
2-9-2010;67;171;100;78
3-9-2010;73;191;99;66
4-9-2010;67;182;99;61
5-9-2010;59;189;98;52
6-9-2010;91;199;88;42
7-9-2010;104;140;94;61
8-9-2010;121;193;99;80
9-9-2010;108;191;100;73
10-9-2010;108;193;100;82
11-9-2010;136;228;96;58
12-9-2010;119;185;98;73
13-9-2010;82;187;98;57
14-9-2010;125;170;99;94
15-9-2010;98;165;97;52
16-9-2010;85;165;99;70
17-9-2010;80;157;98;58
18-9-2010;60;155;98;64
19-9-2010;70;157;97;77
20-9-2010;122;174;99;83
21-9-2010;101;200;100;71
22-9-2010;84;221;100;57
23-9-2010;121;215;99;66
24-9-2010;122;178;99;69
25-9-2010;71;147;99;61
26-9-2010;52;127;100;79
27-9-2010;68;131;99;97
28-9-2010;80;143;99;87
29-9-2010;41;144;98;63
30-9-2010;62;122;100;94
1-10-2010;62;168;100;71
2-10-2010;119;185;99;81
3-10-2010;150;224;96;65
4-10-2010;127;226;99;64
5-10-2010;139;190;97;77
6-10-2010;121;190;99;76
7-10-2010;100;161;100;88
8-10-2010;106;159;97;84
9-10-2010;83;185;99;64
10-10-2010;60;165;96;58
11-10-2010;37;155;99;53
12-10-2010;21;138;100;66
13-10-2010;33;137;100;66
14-10-2010;28;122;98;81
15-10-2010;75;128;97;84
16-10-2010;42;106;95;64
17-10-2010;1;108;99;57
18-10-2010;-8;125;98;66
19-10-2010;60;128;99;69
20-10-2010;31;92;98;67
21-10-2010;27;112;93;60
22-10-2010;72;126;93;79
23-10-2010;53;90;96;75
24-10-2010;58;113;88;62
25-10-2010;38;109;93;58
26-10-2010;7;96;98;68
27-10-2010;66;99;99;93
28-10-2010;89;131;97;88
29-10-2010;64;131;95;68
30-10-2010;71;129;99;72
31-10-2010;36;125;100;91
1-11-2010;69;90;100;91
2-11-2010;70;127;100;87
3-11-2010;103;144;99;74
4-11-2010;140;157;93;82
5-11-2010;92;150;97;83
6-11-2010;48;114;99;78
7-11-2010;12;92;99;69
8-11-2010;14;68;95;86
9-11-2010;31;45;96;92
10-11-2010;16;77;97;76
11-11-2010;23;103;96;77
12-11-2010;93;120;97;64
13-11-2010;85;109;97;85
14-11-2010;76;128;99;81
15-11-2010;3;98;100;80
16-11-2010;-6;99;100;78
17-11-2010;2;57;99;78
18-11-2010;34;62;97;92
19-11-2010;21;79;100;89
20-11-2010;43;88;99;77
21-11-2010;26;84;99;81
22-11-2010;30;70;96;78
23-11-2010;23;69;96;71
24-11-2010;-10;59;98;78
25-11-2010;-11;24;100;94
26-11-2010;-33;41;99;67
27-11-2010;-23;13;98;80
28-11-2010;-53;-10;99;85
29-11-2010;-39;-2;99;85
30-11-2010;-48;-5;90;72
1-12-2010;-72;-48;78;56
2-12-2010;-87;-57;95;78
3-12-2010;-85;-26;94;78
4-12-2010;-57;5;99;79
5-12-2010;-4;39;99;88
6-12-2010;-21;19;100;92
7-12-2010;-35;-7;100;98
8-12-2010;-37;4;99;96
9-12-2010;-2;46;97;76
10-12-2010;-5;62;99;97
11-12-2010;45;78;97;76
12-12-2010;-34;58;93;72
13-12-2010;-50;26;97;83
14-12-2010;-47;2;93;69
15-12-2010;-26;32;98;79
16-12-2010;-43;37;99;96
17-12-2010;-62;-3;99;87
18-12-2010;-72;-26;95;89
19-12-2010;-125;-43;97;94
20-12-2010;-169;-40;98;88
21-12-2010;-166;-34;99;93
22-12-2010;-36;-21;99;91
23-12-2010;-22;1;98;86
24-12-2010;-29;-3;86;70
25-12-2010;-54;17;98;62
26-12-2010;-49;26;99;88
27-12-2010;-9;23;99;82
28-12-2010;-3;10;88;78
29-12-2010;-62;3;94;85
30-12-2010;-75;9;99;92
31-12-2010;7;35;100;94
1-1-2011;5;52;99;83
2-1-2011;-1;35;97;85
3-1-2011;-31;31;99;90
4-1-2011;-8;24;99;75
5-1-2011;-12;23;94;72
6-1-2011;17;47;100;97
7-1-2011;-3;89;100;93
8-1-2011;23;118;97;79
9-1-2011;0;62;98;71
10-1-2011;-12;36;98;89
11-1-2011;-4;57;99;85
12-1-2011;12;79;99;86
13-1-2011;73;105;100;94
14-1-2011;77;106;99;90
15-1-2011;58;97;96;81
16-1-2011;80;118;90;77
17-1-2011;47;93;96;84
18-1-2011;-1;52;100;88
19-1-2011;16;66;99;91
20-1-2011;-26;47;99;74
21-1-2011;-30;44;100;89
22-1-2011;9;57;99;85
23-1-2011;16;57;100;91
24-1-2011;40;61;99;87
25-1-2011;20;60;98;77
26-1-2011;4;35;99;80
27-1-2011;-32;10;96;68
28-1-2011;-47;1;93;70
29-1-2011;-60;4;98;86
30-1-2011;-40;2;100;92
31-1-2011;-21;1;97;80
1-2-2011;-31;23;100;87
2-2-2011;21;44;100;94
3-2-2011;23;83;99;75
4-2-2011;57;102;90;80
5-2-2011;95;113;86;80
6-2-2011;84;117;86;74
7-2-2011;64;104;83;72
8-2-2011;-25;83;98;67
9-2-2011;-37;97;98;67
10-2-2011;39;100;99;81
11-2-2011;41;73;100;86
12-2-2011;14;77;99;81
13-2-2011;42;86;99;78
14-2-2011;46;72;99;85
15-2-2011;20;82;99;76
16-2-2011;6;107;97;65
17-2-2011;2;80;100;75
18-2-2011;-3;13;90;79
19-2-2011;0;27;86;79
20-2-2011;-33;18;80;60
21-2-2011;-52;15;79;46
22-2-2011;-66;21;83;47
23-2-2011;-35;30;97;58
24-2-2011;6;50;100;98
25-2-2011;42;75;100;99
26-2-2011;54;92;100;88
27-2-2011;4;56;99;91
28-2-2011;8;37;99;94
1-3-2011;7;43;97;86
2-3-2011;-10;52;94;76
3-3-2011;-29;47;98;75
4-3-2011;-33;18;100;92
5-3-2011;-13;66;98;73
6-3-2011;-23;66;90;60
7-3-2011;-38;80;90;29
8-3-2011;-51;104;85;34
9-3-2011;0;94;95;67
10-3-2011;27;107;93;73
11-3-2011;13;97;92;54
12-3-2011;9;138;91;44
13-3-2011;90;134;95;70
14-3-2011;59;123;100;87
15-3-2011;59;143;100;74
16-3-2011;47;97;95;73
17-3-2011;42;74;97;82
18-3-2011;34;106;96;57
19-3-2011;-9;94;100;26
20-3-2011;-33;116;99;39
21-3-2011;-16;142;95;41
22-3-2011;-4;153;99;49
23-3-2011;6;147;100;49
24-3-2011;-2;157;99;60
25-3-2011;31;132;99;57
26-3-2011;-6;77;95;60
27-3-2011;-30;110;90;43
28-3-2011;-30;104;99;65
29-3-2011;-36;137;100;47
30-3-2011;-1;162;97;60
31-3-2011;89;135;98;85
1-4-2011;99;150;95;81
2-4-2011;101;225;94;49
3-4-2011;65;143;99;82
4-4-2011;56;136;99;58
5-4-2011;65;128;90;66
6-4-2011;104;197;99;70
7-4-2011;40;146;99;66
8-4-2011;34;154;100;54
9-4-2011;41;136;94;52
10-4-2011;21;170;99;49
11-4-2011;48;213;99;40
12-4-2011;64;112;91;60
13-4-2011;17;125;87;51
14-4-2011;28;126;96;57
15-4-2011;14;162;100;40
16-4-2011;31;164;93;37
17-4-2011;71;170;94;52
18-4-2011;45;194;98;32
19-4-2011;53;238;80;33
20-4-2011;64;241;84;28
21-4-2011;76;248;87;30
22-4-2011;93;261;82;30
23-4-2011;90;263;86;23
24-4-2011;90;257;86;26
25-4-2011;75;237;81;25
26-4-2011;77;210;85;39
27-4-2011;83;156;90;67
28-4-2011;91;194;95;57
29-4-2011;106;226;94;38
30-4-2011;85;211;58;32
1-5-2011;58;191;66;26
2-5-2011;32;150;81;29
3-5-2011;10;139;93;32
4-5-2011;-2;133;98;54
5-5-2011;-4;182;91;34
6-5-2011;38;227;84;25
7-5-2011;100;275;64;32
8-5-2011;150;281;88;29
9-5-2011;120;191;96;72
10-5-2011;95;223;99;51
11-5-2011;95;201;99;42
12-5-2011;84;175;95;51
13-5-2011;70;180;97;51
14-5-2011;84;151;87;54
15-5-2011;91;158;88;55
16-5-2011;103;150;98;79
17-5-2011;122;150;97;76
18-5-2011;117;168;91;73
19-5-2011;63;172;96;44
20-5-2011;50;207;99;49
21-5-2011;52;217;100;42
22-5-2011;107;189;96;54
23-5-2011;85;215;96;37
24-5-2011;63;158;90;46
25-5-2011;54;216;98;30
26-5-2011;113;193;95;45
27-5-2011;76;144;94;64
28-5-2011;81;163;93;60
29-5-2011;112;211;92;53
30-5-2011;102;279;95;34
31-5-2011;75;160;96;64
1-6-2011;69;191;97;41
2-6-2011;54;211;97;46
3-6-2011;112;243;97;54
4-6-2011;126;268;94;47
5-6-2011;125;199;97;74
6-6-2011;125;196;97;81
7-6-2011;115;193;97;64
8-6-2011;98;181;97;52
9-6-2011;74;181;92;47
10-6-2011;55;196;96;44
11-6-2011;57;161;97;56
12-6-2011;53;194;98;42
13-6-2011;124;192;96;61
14-6-2011;96;200;96;54
15-6-2011;87;236;97;66
16-6-2011;123;179;94;81
17-6-2011;107;183;95;55
18-6-2011;111;179;95;64
19-6-2011;115;169;95;69
20-6-2011;110;202;97;58
21-6-2011;140;210;97;56
22-6-2011;129;170;88;63
23-6-2011;121;187;93;66
24-6-2011;92;180;94;59
25-6-2011;114;167;97;89
26-6-2011;159;248;97;61
27-6-2011;151;313;96;39
28-6-2011;198;326;94;44
29-6-2011;127;201;96;65
30-6-2011;123;191;87;55
1-7-2011;122;176;92;64
2-7-2011;117;174;87;53
3-7-2011;101;179;93;62
4-7-2011;94;190;96;66
5-7-2011;80;236;99;53
6-7-2011;125;226;91;52
7-7-2011;122;230;91;41
8-7-2011;124;219;90;46
9-7-2011;116;212;94;53
10-7-2011;103;210;99;64
11-7-2011;86;226;99;48
12-7-2011;132;226;96;61
13-7-2011;130;139;97;92
14-7-2011;133;180;97;94
15-7-2011;134;210;94;60
16-7-2011;131;212;96;65
17-7-2011;135;200;95;59
18-7-2011;136;166;94;83
19-7-2011;123;208;90;56
20-7-2011;133;212;96;53
21-7-2011;128;206;96;68
22-7-2011;113;177;94;59
23-7-2011;117;176;95;64
24-7-2011;120;139;95;91
25-7-2011;91;206;97;61
26-7-2011;131;174;97;75
27-7-2011;104;217;99;67
28-7-2011;130;245;99;59
29-7-2011;134;173;95;75
30-7-2011;134;159;91;73
31-7-2011;98;169;96;65
1-8-2011;72;217;99;54
2-8-2011;114;269;97;52
3-8-2011;143;231;96;72
4-8-2011;119;246;99;62
5-8-2011;132;223;98;68
6-8-2011;141;248;97;67
7-8-2011;126;207;96;53
8-8-2011;127;192;96;62
9-8-2011;124;175;91;65
10-8-2011;101;190;93;62
11-8-2011;150;199;96;76
12-8-2011;129;194;97;73
13-8-2011;119;196;98;82
14-8-2011;114;219;97;61
15-8-2011;100;207;98;57
16-8-2011;127;210;92;56
17-8-2011;116;209;97;59
18-8-2011;126;190;97;81
19-8-2011;90;192;97;61
20-8-2011;87;229;97;53
21-8-2011;123;271;96;71
22-8-2011;121;226;99;73
23-8-2011;149;230;98;77
24-8-2011;134;204;97;84
25-8-2011;126;242;99;62
26-8-2011;137;219;94;80
27-8-2011;110;199;94;64
28-8-2011;108;165;96;84
29-8-2011;95;152;95;68
30-8-2011;88;181;95;59
31-8-2011;78;171;97;70
1-9-2011;60;182;98;58
2-9-2011;69;247;99;59
3-9-2011;113;274;99;58
4-9-2011;158;223;96;73
5-9-2011;121;183;95;67
6-9-2011;134;169;94;75
7-9-2011;117;172;94;69
8-9-2011;121;165;97;83
9-9-2011;139;204;98;83
10-9-2011;161;257;99;71
11-9-2011;143;205;95;74
12-9-2011;139;205;92;75
13-9-2011;112;182;91;62
14-9-2011;101;167;93;72
15-9-2011;75;177;96;58
16-9-2011;54;184;97;64
17-9-2011;122;180;93;78
18-9-2011;78;147;97;77
19-9-2011;68;175;98;69
20-9-2011;112;187;94;75
21-9-2011;127;181;90;74
22-9-2011;83;172;95;55
23-9-2011;80;188;99;65
24-9-2011;78;205;99;58
25-9-2011;70;218;99;61
26-9-2011;125;227;99;60
27-9-2011;106;208;99;72
28-9-2011;90;231;100;62
29-9-2011;106;259;99;55
30-9-2011;100;253;98;48
1-10-2011;91;252;99;54
2-10-2011;91;247;100;54
3-10-2011;131;230;92;64
4-10-2011;140;197;95;74
5-10-2011;140;183;95;73
6-10-2011;82;172;95;60
7-10-2011;82;140;92;69
8-10-2011;78;130;95;71
9-10-2011;52;164;98;85
10-10-2011;159;177;96;80
11-10-2011;116;170;97;79
12-10-2011;95;123;97;87
13-10-2011;49;146;99;56
14-10-2011;37;145;98;55
15-10-2011;10;135;98;58
16-10-2011;35;140;97;55
17-10-2011;46;155;98;78
18-10-2011;63;133;92;63
19-10-2011;30;106;95;79
20-10-2011;20;103;97;77
21-10-2011;22;121;96;65
22-10-2011;25;110;91;57
23-10-2011;41;149;86;59
24-10-2011;38;124;88;60
25-10-2011;87;116;86;65
26-10-2011;83;132;93;68
27-10-2011;65;158;90;65
28-10-2011;87;141;99;86
29-10-2011;71;169;99;82
30-10-2011;117;140;96;89
31-10-2011;107;165;94;71
1-11-2011;98;168;97;77
2-11-2011;103;145;99;80
3-11-2011;109;162;92;71
4-11-2011;124;180;91;62
5-11-2011;67;165;98;71
6-11-2011;65;120;98;86
7-11-2011;86;105;96;86
8-11-2011;59;99;98;89
9-11-2011;40;112;100;86
10-11-2011;33;71;100;91
11-11-2011;30;99;89;80
12-11-2011;13;111;97;74
13-11-2011;-2;81;100;80
14-11-2011;-12;57;100;94
15-11-2011;-4;28;100;98
16-11-2011;-22;56;96;79
17-11-2011;-16;58;100;94
18-11-2011;9;124;100;82
19-11-2011;-10;97;100;88
20-11-2011;-13;26;100;99
21-11-2011;-5;25;100;99
22-11-2011;-9;38;100;98
23-11-2011;19;100;100;98
24-11-2011;61;104;98;93
25-11-2011;66;103;98;78
26-11-2011;38;106;97;83
27-11-2011;59;130;98;71
28-11-2011;10;86;98;80
29-11-2011;41;100;98;80
30-11-2011;39;100;94;79
1-12-2011;52;117;98;87
2-12-2011;39;89;98;76
3-12-2011;41;101;98;76
4-12-2011;48;86;97;75
5-12-2011;34;66;84;72
6-12-2011;18;66;97;78
7-12-2011;36;78;98;68
8-12-2011;22;103;98;72
9-12-2011;16;83;97;68
10-12-2011;7;62;97;74
11-12-2011;12;58;97;81
12-12-2011;46;77;98;74
13-12-2011;46;102;98;68
14-12-2011;29;61;97;83
15-12-2011;35;62;97;82
16-12-2011;29;48;98;89
17-12-2011;18;63;97;79
18-12-2011;-7;58;98;79
19-12-2011;-16;41;98;81
20-12-2011;4;73;98;75
21-12-2011;34;63;98;85
22-12-2011;59;97;98;97
23-12-2011;60;99;98;86
24-12-2011;40;74;93;73
25-12-2011;65;106;95;83
26-12-2011;99;126;94;84
27-12-2011;75;102;87;78
28-12-2011;58;76;93;73
29-12-2011;47;74;93;69
30-12-2011;27;71;94;76
31-12-2011;34;103;98;89
1-1-2012;96;127;97;90
2-1-2012;39;99;92;81
3-1-2012;39;104;92;66
4-1-2012;52;82;91;74
5-1-2012;23;97;88;68
6-1-2012;38;79;89;74
7-1-2012;46;90;97;78
8-1-2012;52;79;94;78
9-1-2012;56;89;97;82
10-1-2012;16;84;99;86
11-1-2012;70;88;97;89
12-1-2012;51;97;94;77
13-1-2012;40;67;86;66
14-1-2012;-1;64;96;70
15-1-2012;-23;65;97;66
16-1-2012;-39;31;95;75
17-1-2012;-46;40;97;74
18-1-2012;-30;59;98;78
19-1-2012;30;72;98;78
20-1-2012;4;55;94;74
21-1-2012;16;97;97;73
22-1-2012;50;87;91;73
23-1-2012;29;73;91;77
24-1-2012;-2;56;99;88
25-1-2012;6;49;98;82
26-1-2012;34;51;95;90
27-1-2012;5;77;96;78
28-1-2012;5;63;97;82
29-1-2012;-24;9;93;80
30-1-2012;-35;-16;89;72
31-1-2012;-69;-21;76;62
1-2-2012;-75;-17;71;31
2-2-2012;-96;-40;75;30
3-2-2012;-209;-58;99;78
4-2-2012;-229;-90;99;80
5-2-2012;-115;-45;88;51
6-2-2012;-166;-57;85;59
7-2-2012;-199;-39;86;62
8-2-2012;-121;-18;93;70
9-2-2012;-126;3;98;72
10-2-2012;-136;-33;88;52
11-2-2012;-169;-36;87;63
12-2-2012;-116;-2;99;75
13-2-2012;-2;37;99;90
14-2-2012;23;54;97;84
15-2-2012;29;61;92;78
16-2-2012;15;66;99;91
17-2-2012;28;82;97;82
18-2-2012;31;90;98;81
19-2-2012;-1;53;88;72
20-2-2012;-38;61;94;55
21-2-2012;22;92;91;73
22-2-2012;50;90;95;63
23-2-2012;63;133;96;81
24-2-2012;28;105;93;88
25-2-2012;23;83;95;76
26-2-2012;24;83;99;81
27-2-2012;17;82;99;84
28-2-2012;72;97;97;93
29-2-2012;68;96;99;95
1-3-2012;68;107;99;90
2-3-2012;42;103;99;79
3-3-2012;59;116;95;75
4-3-2012;28;115;99;66
5-3-2012;48;83;95;67
6-3-2012;16;92;90;60
7-3-2012;16;63;95;77
8-3-2012;5;88;95;69
9-3-2012;30;108;94;69
10-3-2012;76;110;95;81
11-3-2012;45;122;95;73
12-3-2012;17;116;99;81
13-3-2012;66;86;92;75
14-3-2012;18;73;84;71
15-3-2012;-7;156;96;46
16-3-2012;33;106;98;74
17-3-2012;38;124;94;64
18-3-2012;34;93;93;82
19-3-2012;-22;110;98;63
20-3-2012;16;130;92;62
21-3-2012;52;149;94;56
22-3-2012;38;176;97;59
23-3-2012;39;179;93;52
24-3-2012;43;159;95;57
25-3-2012;35;143;99;61
26-3-2012;23;151;97;53
27-3-2012;19;162;99;60
28-3-2012;10;169;99;40
29-3-2012;50;111;95;74
30-3-2012;75;105;88;78
31-3-2012;-4;91;89;53
1-4-2012;-16;94;86;59
2-4-2012;15;124;96;61
3-4-2012;4;135;96;52
4-4-2012;49;83;94;82
5-4-2012;37;82;84;66
6-4-2012;9;98;89;39
7-4-2012;14;72;91;46
8-4-2012;-4;100;92;43
9-4-2012;66;103;95;86
10-4-2012;70;115;95;73
11-4-2012;40;129;95;53
12-4-2012;38;124;99;52
13-4-2012;22;116;98;59
14-4-2012;27;114;94;55
15-4-2012;44;96;86;51
16-4-2012;-5;88;89;47
17-4-2012;-19;101;89;44
18-4-2012;45;125;90;56
19-4-2012;58;139;89;52
20-4-2012;45;129;89;66
21-4-2012;42;112;93;59
22-4-2012;50;130;93;51
23-4-2012;52;140;93;46
24-4-2012;60;125;92;63
25-4-2012;54;147;92;59
26-4-2012;92;146;87;65
27-4-2012;91;168;90;55
28-4-2012;83;112;94;87
29-4-2012;77;174;97;70
30-4-2012;42;222;99;44
1-5-2012;118;187;93;68
2-5-2012;93;207;99;66
3-5-2012;107;149;98;74
4-5-2012;61;118;91;79
5-5-2012;62;114;91;59
6-5-2012;26;124;87;54
7-5-2012;23;146;92;44
8-5-2012;96;170;96;64
9-5-2012;127;186;96;76
10-5-2012;152;212;91;77
11-5-2012;83;171;86;61
12-5-2012;35;124;82;53
13-5-2012;12;143;90;51
14-5-2012;52;165;87;35
15-5-2012;76;121;91;63
16-5-2012;22;117;87;47
17-5-2012;14;157;91;44
18-5-2012;88;187;93;49
19-5-2012;113;203;92;50
20-5-2012;109;224;91;65
21-5-2012;126;256;96;51
22-5-2012;146;281;93;45
23-5-2012;168;279;92;58
24-5-2012;163;271;90;42
25-5-2012;120;255;87;36
26-5-2012;119;256;88;29
27-5-2012;111;252;90;39
28-5-2012;131;222;93;54
29-5-2012;88;180;94;61
30-5-2012;71;206;92;58
31-5-2012;112;180;93;80
1-6-2012;82;155;86;61
2-6-2012;74;154;80;47
3-6-2012;85;99;92;74
4-6-2012;83;116;92;68
5-6-2012;77;155;75;48
6-6-2012;97;183;92;64
7-6-2012;126;199;91;64
8-6-2012;114;197;91;53
9-6-2012;106;161;86;63
10-6-2012;93;189;90;50
11-6-2012;117;210;92;57
12-6-2012;110;166;94;70
13-6-2012;62;157;88;58
14-6-2012;45;169;93;51
15-6-2012;88;184;92;75
16-6-2012;122;209;93;48
17-6-2012;98;211;94;47
18-6-2012;97;180;92;73
19-6-2012;82;200;95;50
20-6-2012;106;215;94;59
21-6-2012;135;213;94;70
22-6-2012;117;181;85;64
23-6-2012;118;194;88;50
24-6-2012;113;162;92;73
25-6-2012;118;164;88;69
26-6-2012;92;198;92;56
27-6-2012;143;219;91;74
28-6-2012;130;275;99;58
29-6-2012;151;228;87;56
30-6-2012;144;243;90;46
1-7-2012;98;191;91;59
2-7-2012;103;213;87;43
3-7-2012;144;236;89;52
4-7-2012;163;269;91;48
5-7-2012;161;271;93;58
